Adjusted Potential (V),Adjusted Relative Capacity (mAh/g),Frequency (Hz),Zre (ohms),Zim (ohms),Type,Cycle
3.2,20.39,63095.74,211.37,11.53,1,15
3.2,20.39,50118.72,212.17,8.03,1,15
3.2,20.39,39810.72,213.6,4.91,1,15
3.2,20.39,31622.78,214.43,2.22,1,15
3.2,20.39,25118.86,215.28,0.12,1,15
3.2,20.39,19952.62,216.31,-1.45,1,15
3.2,20.39,15848.93,217.39,-2.85,1,15
3.2,20.39,12589.25,218.51,-4.05,1,15
3.2,20.39,10000.0,219.58,-5.13,1,15
3.2,20.39,7943.28,220.56,-5.91,1,15
3.2,20.39,6309.57,221.78,-6.67,1,15
3.2,20.39,5011.87,222.87,-7.34,1,15
3.2,20.39,3981.07,224.01,-8.12,1,15
3.2,20.39,3162.28,225.21,-8.81,1,15
3.2,20.39,2511.89,226.51,-9.57,1,15
3.2,20.39,1995.26,227.87,-10.26,1,15
3.2,20.39,1584.89,229.19,-11.18,1,15
3.2,20.39,1258.93,230.7,-12.04,1,15
3.2,20.39,1000.0,232.41,-13.12,1,15
3.2,20.39,794.33,234.08,-14.31,1,15
3.2,20.39,630.96,235.97,-15.67,1,15
3.2,20.39,501.19,238.12,-17.17,1,15
3.2,20.39,398.11,240.35,-18.82,1,15
3.2,20.39,316.23,243.14,-20.69,1,15
3.2,20.39,251.19,246.15,-22.74,1,15
3.2,20.39,199.53,249.75,-24.86,1,15
3.2,20.39,158.49,253.79,-26.72,1,15
3.2,20.39,125.89,258.67,-28.92,1,15
3.2,20.39,100.0,263.93,-30.19,1,15
3.2,20.39,79.43,269.56,-31.18,1,15
3.2,20.39,63.1,275.05,-31.27,1,15
3.2,20.39,50.12,280.65,-30.72,1,15
3.2,20.39,39.81,286.05,-29.76,1,15
3.2,20.39,31.62,291.04,-28.18,1,15
3.2,20.39,25.12,295.06,-26.77,1,15
3.2,20.39,19.95,298.78,-25.41,1,15
3.2,20.39,15.85,301.96,-23.69,1,15
3.2,20.39,12.59,304.81,-23.09,1,15
3.2,20.39,10.0,307.36,-22.15,1,15
3.2,20.39,7.94,310.26,-22.03,1,15
3.2,20.39,6.31,312.36,-22.2,1,15
3.2,20.39,5.01,315.35,-22.42,1,15
3.2,20.39,3.98,317.97,-23.38,1,15
3.2,20.39,3.16,320.64,-24.36,1,15
3.2,20.39,2.51,323.63,-25.4,1,15
3.2,20.39,2.0,326.94,-26.38,1,15
3.2,20.39,1.58,330.66,-27.7,1,15
3.2,20.39,1.26,335.03,-29.12,1,15
3.2,20.39,1.0,339.61,-30.76,1,15
3.2,20.39,0.79,344.39,-32.48,1,15
3.2,20.39,0.63,349.47,-34.32,1,15
3.2,20.39,0.5,354.66,-36.07,1,15
3.2,20.39,0.4,360.25,-37.88,1,15
3.2,20.39,0.32,365.99,-39.6,1,15
3.2,20.39,0.25,371.98,-41.13,1,15
3.2,20.39,0.2,378.27,-42.71,1,15
3.2,20.39,0.16,384.76,-43.89,1,15
3.2,20.39,0.13,391.31,-44.83,1,15
3.2,20.39,0.1,397.84,-45.19,1,15
3.3,48.32,100000.0,208.0,22.44,1,15
3.3,48.32,79432.82,209.11,16.53,1,15
3.3,48.32,63095.74,210.26,11.81,1,15
3.3,48.32,50118.72,211.23,7.88,1,15
3.3,48.32,39810.72,212.37,4.99,1,15
3.3,48.32,31622.78,213.28,2.49,1,15
3.3,48.32,25118.86,214.24,0.49,1,15
3.3,48.32,19952.62,215.23,-1.08,1,15
3.3,48.32,15848.93,216.04,-2.44,1,15
3.3,48.32,12589.25,217.14,-3.68,1,15
3.3,48.32,10000.0,218.13,-4.48,1,15
3.3,48.32,7943.28,219.15,-5.47,1,15
3.3,48.32,6309.57,220.26,-6.08,1,15
3.3,48.32,5011.87,221.24,-6.86,1,15
3.3,48.32,3981.07,222.33,-7.69,1,15
3.3,48.32,3162.28,223.52,-8.22,1,15
3.3,48.32,2511.89,224.8,-8.99,1,15
3.3,48.32,1995.26,226.08,-9.68,1,15
3.3,48.32,1584.89,227.36,-10.56,1,15
3.3,48.32,1258.93,228.64,-11.51,1,15
3.3,48.32,1000.0,230.3,-12.42,1,15
3.3,48.32,794.33,231.84,-13.61,1,15
3.3,48.32,630.96,233.7,-14.93,1,15
3.3,48.32,501.19,235.55,-16.33,1,15
3.3,48.32,398.11,237.9,-18.14,1,15
3.3,48.32,316.23,240.34,-19.94,1,15
3.3,48.32,251.19,243.34,-21.9,1,15
3.3,48.32,199.53,246.71,-24.06,1,15
3.3,48.32,158.49,250.71,-26.08,1,15
3.3,48.32,125.89,255.51,-28.13,1,15
3.3,48.32,100.0,260.58,-29.33,1,15
3.3,48.32,79.43,266.21,-30.26,1,15
3.3,48.32,63.1,271.97,-30.5,1,15
3.3,48.32,50.12,277.1,-29.95,1,15
3.3,48.32,39.81,282.33,-29.1,1,15
3.3,48.32,31.62,286.8,-27.41,1,15
3.3,48.32,25.12,291.01,-26.12,1,15
3.3,48.32,19.95,294.6,-24.67,1,15
3.3,48.32,15.85,297.43,-23.42,1,15
3.3,48.32,12.59,300.41,-22.48,1,15
3.3,48.32,10.0,302.85,-22.26,1,15
3.3,48.32,7.94,305.25,-21.92,1,15
3.3,48.32,6.31,308.16,-22.16,1,15
3.3,48.32,5.01,310.56,-23.13,1,15
3.3,48.32,3.98,313.04,-24.04,1,15
3.3,48.32,3.16,315.95,-24.92,1,15
3.3,48.32,2.51,319.67,-26.19,1,15
3.3,48.32,2.0,323.52,-28.1,1,15
3.3,48.32,1.58,327.56,-30.2,1,15
3.3,48.32,1.26,331.9,-32.5,1,15
3.3,48.32,1.0,336.61,-34.76,1,15
3.3,48.32,0.79,341.85,-37.06,1,15
3.3,48.32,0.63,347.25,-39.32,1,15
3.3,48.32,0.5,353.01,-41.42,1,15
3.3,48.32,0.4,359.34,-43.29,1,15
3.3,48.32,0.32,365.88,-44.87,1,15
3.3,48.32,0.25,372.86,-46.24,1,15
3.3,48.32,0.2,380.17,-47.13,1,15
3.3,48.32,0.16,387.35,-47.8,1,15
3.3,48.32,0.13,394.7,-47.93,1,15
3.3,48.32,0.1,401.53,-48.21,1,15
3.4,66.85,100000.0,206.98,22.76,1,15
3.4,66.85,79432.82,207.99,16.77,1,15
3.4,66.85,63095.74,209.34,12.17,1,15
3.4,66.85,50118.72,210.03,8.85,1,15
3.4,66.85,39810.72,211.07,5.17,1,15
3.4,66.85,31622.78,211.87,2.73,1,15
3.4,66.85,25118.86,212.83,0.74,1,15
3.4,66.85,19952.62,213.81,-0.87,1,15
3.4,66.85,15848.93,214.74,-2.19,1,15
3.4,66.85,12589.25,215.7,-3.21,1,15
3.4,66.85,10000.0,216.71,-4.32,1,15
3.4,66.85,7943.28,217.59,-5.1,1,15
3.4,66.85,6309.57,218.52,-5.84,1,15
3.4,66.85,5011.87,219.64,-6.58,1,15
3.4,66.85,3981.07,220.71,-7.18,1,15
3.4,66.85,3162.28,221.81,-7.83,1,15
3.4,66.85,2511.89,222.92,-8.65,1,15
3.4,66.85,1995.26,224.03,-9.38,1,15
3.4,66.85,1584.89,225.4,-10.07,1,15
3.4,66.85,1258.93,226.74,-10.94,1,15
3.4,66.85,1000.0,228.14,-12.12,1,15
3.4,66.85,794.33,229.76,-13.19,1,15
3.4,66.85,630.96,231.34,-14.64,1,15
3.4,66.85,501.19,233.38,-15.95,1,15
3.4,66.85,398.11,235.41,-17.73,1,15
3.4,66.85,316.23,237.86,-19.6,1,15
3.4,66.85,251.19,240.73,-21.64,1,15
3.4,66.85,199.53,244.1,-23.86,1,15
3.4,66.85,158.49,248.04,-26.02,1,15
3.4,66.85,125.89,252.71,-27.97,1,15
3.4,66.85,100.0,257.79,-29.55,1,15
3.4,66.85,79.43,263.21,-30.49,1,15
3.4,66.85,63.1,269.1,-30.78,1,15
3.4,66.85,50.12,274.65,-30.38,1,15
3.4,66.85,39.81,279.9,-29.29,1,15
3.4,66.85,31.62,284.74,-28.04,1,15
3.4,66.85,25.12,288.72,-26.39,1,15
3.4,66.85,19.95,292.25,-25.08,1,15
3.4,66.85,15.85,295.34,-23.84,1,15
3.4,66.85,12.59,298.36,-22.84,1,15
3.4,66.85,10.0,300.67,-22.31,1,15
3.4,66.85,7.94,303.43,-21.98,1,15
3.4,66.85,6.31,305.9,-22.56,1,15
3.4,66.85,5.01,308.26,-23.24,1,15
3.4,66.85,3.98,310.88,-23.93,1,15
3.4,66.85,3.16,314.26,-24.99,1,15
3.4,66.85,2.51,317.99,-26.68,1,15
3.4,66.85,2.0,321.62,-28.85,1,15
3.4,66.85,1.58,325.53,-31.22,1,15
3.4,66.85,1.26,329.64,-33.53,1,15
3.4,66.85,1.0,334.14,-35.76,1,15
3.4,66.85,0.79,339.33,-38.13,1,15
3.4,66.85,0.63,344.93,-40.41,1,15
3.4,66.85,0.5,351.01,-42.45,1,15
3.4,66.85,0.4,357.71,-44.35,1,15
3.4,66.85,0.32,364.74,-46.03,1,15
3.4,66.85,0.25,372.18,-47.45,1,15
3.4,66.85,0.2,379.82,-48.41,1,15
3.4,66.85,0.16,387.67,-49.22,1,15
3.4,66.85,0.13,395.44,-49.37,1,15
3.4,66.85,0.1,403.4,-49.28,1,15
3.5,82.06,100000.0,206.26,22.76,1,15
3.5,82.06,79432.82,207.47,16.95,1,15
3.5,82.06,63095.74,208.52,12.15,1,15
3.5,82.06,50118.72,209.03,8.5,1,15
3.5,82.06,39810.72,210.26,5.51,1,15
3.5,82.06,31622.78,211.0,3.02,1,15
3.5,82.06,25118.86,212.01,0.97,1,15
3.5,82.06,19952.62,212.92,-0.58,1,15
3.5,82.06,15848.93,213.73,-1.97,1,15
3.5,82.06,12589.25,214.7,-3.11,1,15
3.5,82.06,10000.0,215.64,-4.12,1,15
3.5,82.06,7943.28,216.56,-4.96,1,15
3.5,82.06,6309.57,217.59,-5.56,1,15
3.5,82.06,5011.87,218.54,-6.35,1,15
3.5,82.06,3981.07,219.57,-6.96,1,15
3.5,82.06,3162.28,220.64,-7.75,1,15
3.5,82.06,2511.89,221.7,-8.46,1,15
3.5,82.06,1995.26,222.92,-9.09,1,15
3.5,82.06,1584.89,224.14,-9.87,1,15
3.5,82.06,1258.93,225.47,-10.86,1,15
3.5,82.06,1000.0,226.83,-11.86,1,15
3.5,82.06,794.33,228.37,-13.02,1,15
3.5,82.06,630.96,230.05,-14.34,1,15
3.5,82.06,501.19,231.78,-15.85,1,15
3.5,82.06,398.11,233.97,-17.68,1,15
3.5,82.06,316.23,236.41,-19.56,1,15
3.5,82.06,251.19,239.27,-21.64,1,15
3.5,82.06,199.53,242.5,-23.93,1,15
3.5,82.06,158.49,246.24,-25.97,1,15
3.5,82.06,125.89,251.07,-28.41,1,15
3.5,82.06,100.0,256.56,-30.05,1,15
3.5,82.06,79.43,261.92,-31.1,1,15
3.5,82.06,63.1,267.68,-31.38,1,15
3.5,82.06,50.12,273.43,-31.0,1,15
3.5,82.06,39.81,278.96,-30.11,1,15
3.5,82.06,31.62,283.74,-28.7,1,15
3.5,82.06,25.12,288.23,-26.95,1,15
3.5,82.06,19.95,291.77,-25.47,1,15
3.5,82.06,15.85,295.09,-24.28,1,15
3.5,82.06,12.59,297.75,-23.09,1,15
3.5,82.06,10.0,300.63,-22.55,1,15
3.5,82.06,7.94,302.75,-22.22,1,15
3.5,82.06,6.31,305.53,-22.23,1,15
3.5,82.06,5.01,308.39,-23.11,1,15
3.5,82.06,3.98,311.01,-24.31,1,15
3.5,82.06,3.16,313.5,-25.46,1,15
3.5,82.06,2.51,316.7,-26.43,1,15
3.5,82.06,2.0,320.51,-28.01,1,15
3.5,82.06,1.58,324.69,-29.92,1,15
3.5,82.06,1.26,329.37,-32.46,1,15
3.5,82.06,1.0,334.25,-35.09,1,15
3.5,82.06,0.79,339.38,-37.6,1,15
3.5,82.06,0.63,345.13,-40.24,1,15
3.5,82.06,0.5,351.18,-42.74,1,15
3.5,82.06,0.4,357.91,-44.87,1,15
3.5,82.06,0.32,364.88,-46.85,1,15
3.5,82.06,0.25,372.3,-48.32,1,15
3.5,82.06,0.2,379.98,-49.35,1,15
3.5,82.06,0.16,387.68,-49.88,1,15
3.5,82.06,0.13,395.22,-50.19,1,15
3.5,82.06,0.1,402.52,-50.29,1,15
3.6,95.67,100000.0,205.18,22.9,1,15
3.6,95.67,79432.82,206.29,17.0,1,15
3.6,95.67,63095.74,207.41,12.24,1,15
3.6,95.67,50118.72,208.71,8.99,1,15
3.6,95.67,39810.72,209.03,5.54,1,15
3.6,95.67,31622.78,209.9,3.13,1,15
3.6,95.67,25118.86,210.93,1.06,1,15
3.6,95.67,19952.62,211.59,-0.5,1,15
3.6,95.67,15848.93,212.56,-1.89,1,15
3.6,95.67,12589.25,213.43,-2.97,1,15
3.6,95.67,10000.0,214.32,-3.79,1,15
3.6,95.67,7943.28,215.28,-4.78,1,15
3.6,95.67,6309.57,216.22,-5.46,1,15
3.6,95.67,5011.87,217.18,-6.18,1,15
3.6,95.67,3981.07,218.17,-6.8,1,15
3.6,95.67,3162.28,219.3,-7.53,1,15
3.6,95.67,2511.89,220.35,-8.2,1,15
3.6,95.67,1995.26,221.32,-9.06,1,15
3.6,95.67,1584.89,222.59,-9.84,1,15
3.6,95.67,1258.93,223.98,-10.64,1,15
3.6,95.67,1000.0,225.29,-11.76,1,15
3.6,95.67,794.33,226.74,-12.86,1,15
3.6,95.67,630.96,228.49,-14.17,1,15
3.6,95.67,501.19,230.22,-15.76,1,15
3.6,95.67,398.11,232.14,-17.57,1,15
3.6,95.67,316.23,234.67,-19.51,1,15
3.6,95.67,251.19,237.35,-21.87,1,15
3.6,95.67,199.53,240.62,-23.84,1,15
3.6,95.67,158.49,244.62,-26.45,1,15
3.6,95.67,125.89,249.24,-28.77,1,15
3.6,95.67,100.0,254.39,-30.58,1,15
3.6,95.67,79.43,260.38,-31.93,1,15
3.6,95.67,63.1,266.21,-32.55,1,15
3.6,95.67,50.12,272.32,-32.25,1,15
3.6,95.67,39.81,278.18,-31.33,1,15
3.6,95.67,31.62,283.56,-29.88,1,15
3.6,95.67,25.12,287.87,-27.91,1,15
3.6,95.67,19.95,291.78,-26.51,1,15
3.6,95.67,15.85,295.41,-24.91,1,15
3.6,95.67,12.59,298.15,-24.03,1,15
3.6,95.67,10.0,300.95,-22.96,1,15
3.6,95.67,7.94,303.66,-22.92,1,15
3.6,95.67,6.31,305.77,-22.94,1,15
3.6,95.67,5.01,308.43,-23.14,1,15
3.6,95.67,3.98,311.52,-23.82,1,15
3.6,95.67,3.16,314.67,-25.49,1,15
3.6,95.67,2.51,317.48,-27.17,1,15
3.6,95.67,2.0,320.66,-28.76,1,15
3.6,95.67,1.58,324.38,-30.28,1,15
3.6,95.67,1.26,328.83,-32.31,1,15
3.6,95.67,1.0,333.76,-34.27,1,15
3.6,95.67,0.79,339.22,-36.41,1,15
3.6,95.67,0.63,345.19,-38.53,1,15
3.6,95.67,0.5,351.61,-40.8,1,15
3.6,95.67,0.4,358.53,-42.83,1,15
3.6,95.67,0.32,365.84,-44.6,1,15
3.6,95.67,0.25,373.51,-46.15,1,15
3.6,95.67,0.2,381.5,-47.36,1,15
3.6,95.67,0.16,389.37,-47.94,1,15
3.6,95.67,0.13,397.24,-48.33,1,15
3.6,95.67,0.1,404.57,-47.9,1,15
3.7,108.08,100000.0,204.58,22.78,1,15
3.7,108.08,79432.82,205.45,17.05,1,15
3.7,108.08,63095.74,206.51,12.51,1,15
3.7,108.08,50118.72,207.31,8.93,1,15
3.7,108.08,39810.72,208.06,5.56,1,15
3.7,108.08,31622.78,208.95,3.16,1,15
3.7,108.08,25118.86,209.73,1.26,1,15
3.7,108.08,19952.62,210.66,-0.52,1,15
3.7,108.08,15848.93,211.48,-1.81,1,15
3.7,108.08,12589.25,212.34,-2.89,1,15
3.7,108.08,10000.0,213.32,-3.76,1,15
3.7,108.08,7943.28,214.18,-4.67,1,15
3.7,108.08,6309.57,215.16,-5.48,1,15
3.7,108.08,5011.87,216.12,-6.08,1,15
3.7,108.08,3981.07,217.03,-6.72,1,15
3.7,108.08,3162.28,218.11,-7.43,1,15
3.7,108.08,2511.89,219.16,-8.11,1,15
3.7,108.08,1995.26,220.3,-8.82,1,15
3.7,108.08,1584.89,221.52,-9.75,1,15
3.7,108.08,1258.93,222.74,-10.61,1,15
3.7,108.08,1000.0,224.14,-11.68,1,15
3.7,108.08,794.33,225.46,-12.9,1,15
3.7,108.08,630.96,227.11,-14.21,1,15
3.7,108.08,501.19,228.96,-15.87,1,15
3.7,108.08,398.11,230.93,-17.68,1,15
3.7,108.08,316.23,233.32,-19.64,1,15
3.7,108.08,251.19,235.99,-21.96,1,15
3.7,108.08,199.53,239.19,-24.6,1,15
3.7,108.08,158.49,243.39,-27.18,1,15
3.7,108.08,125.89,247.64,-29.64,1,15
3.7,108.08,100.0,253.22,-31.94,1,15
3.7,108.08,79.43,259.44,-33.86,1,15
3.7,108.08,63.1,265.79,-34.5,1,15
3.7,108.08,50.12,272.25,-34.43,1,15
3.7,108.08,39.81,278.39,-33.61,1,15
3.7,108.08,31.62,284.3,-32.03,1,15
3.7,108.08,25.12,289.13,-30.4,1,15
3.7,108.08,19.95,293.57,-28.61,1,15
3.7,108.08,15.85,297.29,-26.89,1,15
3.7,108.08,12.59,300.57,-25.25,1,15
3.7,108.08,10.0,303.57,-24.64,1,15
3.7,108.08,7.94,306.04,-23.86,1,15
3.7,108.08,6.31,308.92,-24.06,1,15
3.7,108.08,5.01,311.3,-23.98,1,15
3.7,108.08,3.98,314.4,-24.5,1,15
3.7,108.08,3.16,317.64,-25.49,1,15
3.7,108.08,2.51,321.08,-27.22,1,15
3.7,108.08,2.0,324.58,-29.23,1,15
3.7,108.08,1.58,328.19,-31.44,1,15
3.7,108.08,1.26,332.44,-33.57,1,15
3.7,108.08,1.0,337.09,-35.88,1,15
3.7,108.08,0.79,342.18,-38.21,1,15
3.7,108.08,0.63,347.65,-40.33,1,15
3.7,108.08,0.5,353.68,-42.41,1,15
3.7,108.08,0.4,360.48,-44.48,1,15
3.7,108.08,0.32,367.51,-46.03,1,15
3.7,108.08,0.25,374.94,-47.47,1,15
3.7,108.08,0.2,382.84,-48.31,1,15
3.7,108.08,0.16,390.66,-48.98,1,15
3.7,108.08,0.13,398.33,-49.16,1,15
3.7,108.08,0.1,405.55,-49.32,1,15
3.8,119.38,100000.0,203.45,22.76,1,15
3.8,119.38,79432.82,204.72,17.28,1,15
3.8,119.38,63095.74,205.61,12.39,1,15
3.8,119.38,50118.72,206.17,8.57,1,15
3.8,119.38,39810.72,207.42,5.61,1,15
3.8,119.38,31622.78,208.18,3.29,1,15
3.8,119.38,25118.86,208.74,1.19,1,15
3.8,119.38,19952.62,209.82,-0.44,1,15
3.8,119.38,15848.93,210.66,-1.8,1,15
3.8,119.38,12589.25,211.49,-2.86,1,15
3.8,119.38,10000.0,212.32,-3.68,1,15
3.8,119.38,7943.28,213.29,-4.59,1,15
3.8,119.38,6309.57,214.15,-5.35,1,15
3.8,119.38,5011.87,215.24,-6.08,1,15
3.8,119.38,3981.07,216.07,-6.78,1,15
3.8,119.38,3162.28,217.15,-7.43,1,15
3.8,119.38,2511.89,218.25,-8.17,1,15
3.8,119.38,1995.26,219.26,-8.9,1,15
3.8,119.38,1584.89,220.48,-9.69,1,15
3.8,119.38,1258.93,221.72,-10.65,1,15
3.8,119.38,1000.0,222.95,-11.7,1,15
3.8,119.38,794.33,224.45,-12.9,1,15
3.8,119.38,630.96,226.04,-14.29,1,15
3.8,119.38,501.19,227.77,-16.0,1,15
3.8,119.38,398.11,229.73,-17.79,1,15
3.8,119.38,316.23,231.92,-19.97,1,15
3.8,119.38,251.19,234.57,-22.33,1,15
3.8,119.38,199.53,238.0,-25.13,1,15
3.8,119.38,158.49,241.71,-28.11,1,15
3.8,119.38,125.89,246.48,-31.1,1,15
3.8,119.38,100.0,251.76,-33.71,1,15
3.8,119.38,79.43,258.36,-36.04,1,15
3.8,119.38,63.1,264.92,-37.52,1,15
3.8,119.38,50.12,272.23,-37.89,1,15
3.8,119.38,39.81,279.47,-37.51,1,15
3.8,119.38,31.62,286.24,-36.31,1,15
3.8,119.38,25.12,291.92,-34.1,1,15
3.8,119.38,19.95,297.1,-32.42,1,15
3.8,119.38,15.85,301.76,-30.23,1,15
3.8,119.38,12.59,305.46,-28.83,1,15
3.8,119.38,10.0,308.87,-27.13,1,15
3.8,119.38,7.94,312.16,-26.53,1,15
3.8,119.38,6.31,314.68,-26.09,1,15
3.8,119.38,5.01,317.65,-25.88,1,15
3.8,119.38,3.98,320.94,-26.13,1,15
3.8,119.38,3.16,324.29,-27.08,1,15
3.8,119.38,2.51,327.7,-28.64,1,15
3.8,119.38,2.0,331.17,-30.47,1,15
3.8,119.38,1.58,334.94,-32.31,1,15
3.8,119.38,1.26,339.06,-34.3,1,15
3.8,119.38,1.0,343.69,-36.14,1,15
3.8,119.38,0.79,348.91,-38.13,1,15
3.8,119.38,0.63,354.8,-40.15,1,15
3.8,119.38,0.5,361.03,-42.27,1,15
3.8,119.38,0.4,367.97,-44.19,1,15
3.8,119.38,0.32,375.23,-45.86,1,15
3.8,119.38,0.25,382.95,-47.27,1,15
3.8,119.38,0.2,391.03,-48.38,1,15
3.8,119.38,0.16,398.97,-49.0,1,15
3.8,119.38,0.13,406.84,-49.4,1,15
3.8,119.38,0.1,414.14,-49.53,1,15
3.9,129.76,100000.0,202.86,23.03,1,15
3.9,129.76,79432.82,203.7,17.12,1,15
3.9,129.76,63095.74,204.8,12.42,1,15
3.9,129.76,50118.72,206.1,9.44,1,15
3.9,129.76,39810.72,206.34,5.76,1,15
3.9,129.76,31622.78,207.29,3.36,1,15
3.9,129.76,25118.86,208.15,1.3,1,15
3.9,129.76,19952.62,209.06,-0.41,1,15
3.9,129.76,15848.93,209.87,-1.73,1,15
3.9,129.76,12589.25,210.67,-2.81,1,15
3.9,129.76,10000.0,211.51,-3.65,1,15
3.9,129.76,7943.28,212.52,-4.6,1,15
3.9,129.76,6309.57,213.31,-5.22,1,15
3.9,129.76,5011.87,214.33,-6.03,1,15
3.9,129.76,3981.07,215.25,-6.79,1,15
3.9,129.76,3162.28,216.3,-7.33,1,15
3.9,129.76,2511.89,217.32,-8.08,1,15
3.9,129.76,1995.26,218.43,-8.84,1,15
3.9,129.76,1584.89,219.52,-9.73,1,15
3.9,129.76,1258.93,220.79,-10.61,1,15
3.9,129.76,1000.0,222.15,-11.76,1,15
3.9,129.76,794.33,223.61,-12.99,1,15
3.9,129.76,630.96,225.08,-14.42,1,15
3.9,129.76,501.19,226.79,-16.23,1,15
3.9,129.76,398.11,228.67,-18.19,1,15
3.9,129.76,316.23,230.77,-20.39,1,15
3.9,129.76,251.19,233.44,-23.19,1,15
3.9,129.76,199.53,236.46,-26.18,1,15
3.9,129.76,158.49,240.34,-29.36,1,15
3.9,129.76,125.89,244.82,-32.91,1,15
3.9,129.76,100.0,250.38,-36.43,1,15
3.9,129.76,79.43,257.37,-39.47,1,15
3.9,129.76,63.1,265.35,-41.65,1,15
3.9,129.76,50.12,272.87,-43.61,1,15
3.9,129.76,39.81,281.24,-44.01,1,15
3.9,129.76,31.62,289.44,-43.3,1,15
3.9,129.76,25.12,296.84,-41.54,1,15
3.9,129.76,19.95,303.66,-39.45,1,15
3.9,129.76,15.85,309.4,-37.1,1,15
3.9,129.76,12.59,314.71,-34.87,1,15
3.9,129.76,10.0,318.85,-32.63,1,15
3.9,129.76,7.94,323.13,-31.1,1,15
3.9,129.76,6.31,326.41,-30.35,1,15
3.9,129.76,5.01,329.62,-29.83,1,15
3.9,129.76,3.98,332.92,-29.41,1,15
3.9,129.76,3.16,337.0,-29.96,1,15
3.9,129.76,2.51,340.82,-31.13,1,15
3.9,129.76,2.0,344.31,-32.7,1,15
3.9,129.76,1.58,348.29,-34.39,1,15
3.9,129.76,1.26,352.71,-36.18,1,15
3.9,129.76,1.0,357.75,-37.96,1,15
3.9,129.76,0.79,362.96,-40.11,1,15
3.9,129.76,0.63,369.05,-41.81,1,15
3.9,129.76,0.5,375.46,-43.83,1,15
3.9,129.76,0.4,382.6,-45.61,1,15
3.9,129.76,0.32,389.97,-47.21,1,15
3.9,129.76,0.25,397.79,-48.69,1,15
3.9,129.76,0.2,406.13,-49.7,1,15
3.9,129.76,0.16,414.25,-50.32,1,15
3.9,129.76,0.13,423.37,-52.06,1,15
3.9,129.76,0.1,430.37,-50.84,1,15
4.0,140.15,100000.0,202.29,23.04,1,15
4.0,140.15,79432.82,203.51,16.89,1,15
4.0,140.15,63095.74,204.14,12.26,1,15
4.0,140.15,50118.72,204.7,9.06,1,15
4.0,140.15,39810.72,206.03,5.53,1,15
4.0,140.15,31622.78,206.74,3.31,1,15
4.0,140.15,25118.86,207.61,1.29,1,15
4.0,140.15,19952.62,208.46,-0.3,1,15
4.0,140.15,15848.93,209.35,-1.73,1,15
4.0,140.15,12589.25,210.09,-2.86,1,15
4.0,140.15,10000.0,211.0,-3.7,1,15
4.0,140.15,7943.28,211.85,-4.59,1,15
4.0,140.15,6309.57,212.69,-5.39,1,15
4.0,140.15,5011.87,213.7,-6.16,1,15
4.0,140.15,3981.07,214.67,-6.84,1,15
4.0,140.15,3162.28,215.65,-7.49,1,15
4.0,140.15,2511.89,216.75,-8.24,1,15
4.0,140.15,1995.26,217.84,-9.08,1,15
4.0,140.15,1584.89,218.94,-10.0,1,15
4.0,140.15,1258.93,220.2,-10.89,1,15
4.0,140.15,1000.0,221.59,-12.15,1,15
4.0,140.15,794.33,222.96,-13.29,1,15
4.0,140.15,630.96,224.53,-14.91,1,15
4.0,140.15,501.19,225.98,-16.62,1,15
4.0,140.15,398.11,227.85,-18.79,1,15
4.0,140.15,316.23,229.92,-21.43,1,15
4.0,140.15,251.19,232.38,-24.38,1,15
4.0,140.15,199.53,235.38,-27.82,1,15
4.0,140.15,158.49,238.91,-31.96,1,15
4.0,140.15,125.89,243.51,-36.14,1,15
4.0,140.15,100.0,249.29,-41.15,1,15
4.0,140.15,79.43,256.03,-45.88,1,15
4.0,140.15,63.1,264.16,-50.53,1,15
4.0,140.15,50.12,273.65,-54.28,1,15
4.0,140.15,39.81,284.3,-56.9,1,15
4.0,140.15,31.62,295.27,-58.1,1,15
4.0,140.15,25.12,306.27,-57.44,1,15
4.0,140.15,19.95,316.76,-55.53,1,15
4.0,140.15,15.85,326.0,-53.0,1,15
4.0,140.15,12.59,334.01,-49.92,1,15
4.0,140.15,10.0,341.33,-46.54,1,15
4.0,140.15,7.94,347.39,-44.03,1,15
4.0,140.15,6.31,352.45,-41.22,1,15
4.0,140.15,5.01,357.75,-39.17,1,15
4.0,140.15,3.98,362.66,-38.27,1,15
4.0,140.15,3.16,367.08,-37.98,1,15
4.0,140.15,2.51,371.28,-38.18,1,15
4.0,140.15,2.0,375.37,-38.75,1,15
4.0,140.15,1.58,379.95,-39.28,1,15
4.0,140.15,1.26,384.91,-40.64,1,15
4.0,140.15,1.0,390.44,-42.11,1,15
4.0,140.15,0.79,396.45,-43.64,1,15
4.0,140.15,0.63,402.97,-45.55,1,15
4.0,140.15,0.5,410.02,-47.48,1,15
4.0,140.15,0.4,418.37,-50.73,1,15
4.0,140.15,0.32,426.51,-51.28,1,15
4.0,140.15,0.25,434.88,-52.76,1,15
4.0,140.15,0.2,443.05,-53.92,1,15
4.0,140.15,0.16,451.76,-54.99,1,15
4.0,140.15,0.13,460.32,-55.55,1,15
4.0,140.15,0.1,469.09,-56.43,1,15
3.9,0.83,100000.0,202.34,22.88,0,16
3.9,0.83,79432.82,203.46,17.03,0,16
3.9,0.83,63095.74,204.18,12.56,0,16
3.9,0.83,50118.72,205.03,9.23,0,16
3.9,0.83,39810.72,206.04,5.53,0,16
