Adjusted Potential (V),Adjusted Relative Capacity (mAh/g),Frequency (Hz),Zre (ohms),Zim (ohms),Type,Cycle
3.9,0.83,31622.78,206.77,3.23,0,16
3.9,0.83,25118.86,207.48,1.29,0,16
3.9,0.83,19952.62,208.42,-0.37,0,16
3.9,0.83,15848.93,209.28,-1.64,0,16
3.9,0.83,12589.25,210.06,-2.81,0,16
3.9,0.83,10000.0,210.93,-3.79,0,16
3.9,0.83,7943.28,211.93,-4.54,0,16
3.9,0.83,6309.57,212.78,-5.28,0,16
3.9,0.83,5011.87,213.65,-6.05,0,16
3.9,0.83,3981.07,214.69,-6.81,0,16
3.9,0.83,3162.28,215.73,-7.51,0,16
3.9,0.83,2511.89,216.65,-8.18,0,16
3.9,0.83,1995.26,217.8,-9.11,0,16
3.9,0.83,1584.89,219.02,-9.86,0,16
3.9,0.83,1258.93,220.19,-10.92,0,16
3.9,0.83,1000.0,221.48,-12.03,0,16
3.9,0.83,794.33,222.97,-13.44,0,16
3.9,0.83,630.96,224.44,-14.97,0,16
3.9,0.83,501.19,226.09,-16.8,0,16
3.9,0.83,398.11,228.03,-18.95,0,16
3.9,0.83,316.23,230.19,-21.48,0,16
3.9,0.83,251.19,232.59,-24.44,0,16
3.9,0.83,199.53,235.62,-27.88,0,16
3.9,0.83,158.49,239.5,-31.85,0,16
3.9,0.83,125.89,244.01,-36.11,0,16
3.9,0.83,100.0,250.01,-40.75,0,16
3.9,0.83,79.43,257.5,-45.51,0,16
3.9,0.83,63.1,264.87,-49.25,0,16
3.9,0.83,50.12,274.25,-52.5,0,16
3.9,0.83,39.81,284.43,-54.43,0,16
3.9,0.83,31.62,295.03,-55.09,0,16
3.9,0.83,25.12,305.11,-54.15,0,16
3.9,0.83,19.95,314.6,-52.25,0,16
3.9,0.83,15.85,323.0,-49.56,0,16
3.9,0.83,12.59,330.61,-46.64,0,16
3.9,0.83,10.0,336.63,-44.05,0,16
3.9,0.83,7.94,342.57,-41.3,0,16
3.9,0.83,6.31,347.5,-40.01,0,16
3.9,0.83,5.01,351.67,-38.8,0,16
3.9,0.83,3.98,356.1,-37.65,0,16
3.9,0.83,3.16,361.19,-37.83,0,16
3.9,0.83,2.51,366.09,-38.76,0,16
3.9,0.83,2.0,370.81,-40.19,0,16
3.9,0.83,1.58,375.84,-41.63,0,16
3.9,0.83,1.26,381.46,-41.91,0,16
3.9,0.83,1.0,388.06,-43.47,0,16
3.9,0.83,0.79,395.13,-45.18,0,16
3.9,0.83,0.63,402.54,-47.01,0,16
3.9,0.83,0.5,410.65,-48.32,0,16
3.9,0.83,0.4,419.0,-49.66,0,16
3.9,0.83,0.32,427.49,-50.51,0,16
3.9,0.83,0.25,436.08,-50.68,0,16
3.9,0.83,0.2,444.39,-50.32,0,16
3.9,0.83,0.16,452.65,-50.02,0,16
3.9,0.83,0.13,460.41,-49.31,0,16
3.9,0.83,0.1,468.24,-49.22,0,16
3.8,6.23,100000.0,202.28,23.12,0,16
3.8,6.23,79432.82,203.58,17.11,0,16
3.8,6.23,63095.74,204.32,12.25,0,16
3.8,6.23,50118.72,205.81,9.1,0,16
3.8,6.23,39810.72,206.11,5.79,0,16
3.8,6.23,31622.78,206.86,3.25,0,16
3.8,6.23,25118.86,207.66,1.3,0,16
3.8,6.23,19952.62,208.58,-0.36,0,16
3.8,6.23,15848.93,209.38,-1.74,0,16
3.8,6.23,12589.25,210.2,-2.8,0,16
3.8,6.23,10000.0,211.18,-3.8,0,16
3.8,6.23,7943.28,212.08,-4.56,0,16
3.8,6.23,6309.57,212.98,-5.38,0,16
3.8,6.23,5011.87,213.85,-6.0,0,16
3.8,6.23,3981.07,214.81,-6.9,0,16
3.8,6.23,3162.28,215.88,-7.43,0,16
3.8,6.23,2511.89,216.94,-8.29,0,16
3.8,6.23,1995.26,218.07,-9.03,0,16
3.8,6.23,1584.89,219.15,-10.0,0,16
3.8,6.23,1258.93,220.51,-10.93,0,16
3.8,6.23,1000.0,221.81,-12.11,0,16
3.8,6.23,794.33,223.3,-13.47,0,16
3.8,6.23,630.96,224.71,-14.92,0,16
3.8,6.23,501.19,226.47,-16.63,0,16
3.8,6.23,398.11,228.39,-18.79,0,16
3.8,6.23,316.23,230.71,-21.25,0,16
3.8,6.23,251.19,233.17,-24.12,0,16
3.8,6.23,199.53,236.28,-27.26,0,16
3.8,6.23,158.49,240.25,-30.97,0,16
3.8,6.23,125.89,245.37,-34.93,0,16
3.8,6.23,100.0,250.7,-39.0,0,16
3.8,6.23,79.43,257.55,-42.56,0,16
3.8,6.23,63.1,265.75,-45.81,0,16
3.8,6.23,50.12,274.51,-47.98,0,16
3.8,6.23,39.81,283.74,-48.79,0,16
3.8,6.23,31.62,292.95,-48.01,0,16
3.8,6.23,25.12,301.48,-46.83,0,16
3.8,6.23,19.95,309.45,-44.4,0,16
3.8,6.23,15.85,315.74,-41.81,0,16
3.8,6.23,12.59,321.97,-39.25,0,16
3.8,6.23,10.0,326.8,-37.47,0,16
3.8,6.23,7.94,331.12,-35.46,0,16
3.8,6.23,6.31,335.65,-34.34,0,16
3.8,6.23,5.01,339.45,-34.22,0,16
3.8,6.23,3.98,342.86,-34.23,0,16
3.8,6.23,3.16,346.63,-34.44,0,16
3.8,6.23,2.51,351.21,-35.43,0,16
3.8,6.23,2.0,356.16,-36.49,0,16
3.8,6.23,1.58,361.45,-38.2,0,16
3.8,6.23,1.26,367.31,-40.08,0,16
3.8,6.23,1.0,372.97,-43.21,0,16
3.8,6.23,0.79,379.84,-45.61,0,16
3.8,6.23,0.63,386.68,-47.63,0,16
3.8,6.23,0.5,393.86,-49.27,0,16
3.8,6.23,0.4,401.74,-50.44,0,16
3.8,6.23,0.32,409.49,-51.38,0,16
3.8,6.23,0.25,417.5,-51.88,0,16
3.8,6.23,0.2,425.31,-52.07,0,16
3.8,6.23,0.16,433.24,-51.62,0,16
3.8,6.23,0.13,440.56,-51.2,0,16
3.8,6.23,0.1,448.0,-50.57,0,16
3.7,14.64,100000.0,202.74,22.8,0,16
3.7,14.64,79432.82,203.73,16.99,0,16
3.7,14.64,63095.74,204.97,12.31,0,16
3.7,14.64,50118.72,205.7,7.96,0,16
3.7,14.64,39810.72,206.37,5.69,0,16
3.7,14.64,31622.78,207.25,3.4,0,16
3.7,14.64,25118.86,208.1,1.29,0,16
3.7,14.64,19952.62,208.89,-0.39,0,16
3.7,14.64,15848.93,209.79,-1.71,0,16
3.7,14.64,12589.25,210.62,-2.85,0,16
3.7,14.64,10000.0,211.57,-3.85,0,16
3.7,14.64,7943.28,212.46,-4.59,0,16
3.7,14.64,6309.57,213.32,-5.34,0,16
3.7,14.64,5011.87,214.41,-6.08,0,16
3.7,14.64,3981.07,215.33,-6.75,0,16
3.7,14.64,3162.28,216.28,-7.5,0,16
3.7,14.64,2511.89,217.41,-8.3,0,16
3.7,14.64,1995.26,218.52,-9.14,0,16
3.7,14.64,1584.89,219.62,-10.01,0,16
3.7,14.64,1258.93,220.91,-10.94,0,16
3.7,14.64,1000.0,222.34,-12.04,0,16
3.7,14.64,794.33,223.79,-13.29,0,16
3.7,14.64,630.96,225.25,-14.72,0,16
3.7,14.64,501.19,226.96,-16.55,0,16
3.7,14.64,398.11,229.06,-18.7,0,16
3.7,14.64,316.23,231.3,-20.93,0,16
3.7,14.64,251.19,233.81,-23.62,0,16
3.7,14.64,199.53,237.23,-26.58,0,16
3.7,14.64,158.49,240.98,-30.02,0,16
3.7,14.64,125.89,245.99,-33.18,0,16
3.7,14.64,100.0,251.75,-36.79,0,16
3.7,14.64,79.43,259.02,-39.6,0,16
3.7,14.64,63.1,266.47,-41.93,0,16
3.7,14.64,50.12,274.12,-43.03,0,16
3.7,14.64,39.81,282.41,-43.06,0,16
3.7,14.64,31.62,289.93,-42.05,0,16
3.7,14.64,25.12,297.29,-40.36,0,16
3.7,14.64,19.95,303.56,-38.24,0,16
3.7,14.64,15.85,309.0,-36.01,0,16
3.7,14.64,12.59,313.61,-34.06,0,16
3.7,14.64,10.0,317.98,-32.1,0,16
3.7,14.64,7.94,321.81,-31.46,0,16
3.7,14.64,6.31,325.0,-30.91,0,16
3.7,14.64,5.01,328.56,-30.49,0,16
3.7,14.64,3.98,332.66,-30.96,0,16
3.7,14.64,3.16,336.63,-32.19,0,16
3.7,14.64,2.51,340.63,-34.03,0,16
3.7,14.64,2.0,344.7,-35.98,0,16
3.7,14.64,1.58,349.16,-37.87,0,16
3.7,14.64,1.26,354.26,-39.79,0,16
3.7,14.64,1.0,359.96,-41.66,0,16
3.7,14.64,0.79,366.41,-43.66,0,16
3.7,14.64,0.63,374.36,-46.59,0,16
3.7,14.64,0.5,382.12,-47.2,0,16
3.7,14.64,0.4,390.04,-48.74,0,16
3.7,14.64,0.32,398.36,-49.91,0,16
3.7,14.64,0.25,406.84,-50.85,0,16
3.7,14.64,0.2,415.12,-51.02,0,16
3.7,14.64,0.16,423.32,-50.83,0,16
3.7,14.64,0.13,431.25,-50.5,0,16
3.7,14.64,0.1,438.98,-50.5,0,16
3.6,24.94,100000.0,203.2,22.99,0,16
3.6,24.94,79432.82,204.19,17.08,0,16
3.6,24.94,63095.74,205.25,12.39,0,16
3.6,24.94,50118.72,206.36,8.35,0,16
3.6,24.94,39810.72,206.73,5.68,0,16
3.6,24.94,31622.78,207.8,3.23,0,16
3.6,24.94,25118.86,208.52,1.13,0,16
3.6,24.94,19952.62,209.31,-0.35,0,16
3.6,24.94,15848.93,210.14,-1.68,0,16
3.6,24.94,12589.25,211.06,-2.89,0,16
3.6,24.94,10000.0,212.0,-3.8,0,16
3.6,24.94,7943.28,212.91,-4.62,0,16
3.6,24.94,6309.57,213.87,-5.5,0,16
3.6,24.94,5011.87,214.74,-6.14,0,16
3.6,24.94,3981.07,215.85,-6.76,0,16
3.6,24.94,3162.28,216.88,-7.5,0,16
3.6,24.94,2511.89,217.85,-8.29,0,16
3.6,24.94,1995.26,218.99,-9.07,0,16
3.6,24.94,1584.89,220.23,-9.87,0,16
3.6,24.94,1258.93,221.4,-10.84,0,16
3.6,24.94,1000.0,222.9,-12.07,0,16
3.6,24.94,794.33,224.24,-13.19,0,16
3.6,24.94,630.96,225.83,-14.7,0,16
3.6,24.94,501.19,227.54,-16.24,0,16
3.6,24.94,398.11,229.62,-18.2,0,16
3.6,24.94,316.23,231.91,-20.53,0,16
3.6,24.94,251.19,234.74,-23.18,0,16
3.6,24.94,199.53,237.79,-25.98,0,16
3.6,24.94,158.49,242.0,-28.9,0,16
3.6,24.94,125.89,246.65,-32.11,0,16
3.6,24.94,100.0,252.33,-35.07,0,16
3.6,24.94,79.43,258.96,-37.33,0,16
3.6,24.94,63.1,265.94,-38.75,0,16
3.6,24.94,50.12,273.42,-39.38,0,16
3.6,24.94,39.81,280.83,-38.98,0,16
3.6,24.94,31.62,287.61,-37.92,0,16
3.6,24.94,25.12,293.72,-35.99,0,16
3.6,24.94,19.95,299.12,-33.99,0,16
3.6,24.94,15.85,303.71,-32.09,0,16
3.6,24.94,12.59,307.76,-30.71,0,16
3.6,24.94,10.0,311.35,-29.31,0,16
3.6,24.94,7.94,314.69,-28.93,0,16
3.6,24.94,6.31,317.66,-28.7,0,16
3.6,24.94,5.01,321.18,-28.62,0,16
3.6,24.94,3.98,325.11,-29.67,0,16
3.6,24.94,3.16,328.67,-31.61,0,16
3.6,24.94,2.51,332.09,-33.28,0,16
3.6,24.94,2.0,335.99,-34.76,0,16
3.6,24.94,1.58,340.8,-36.44,0,16
3.6,24.94,1.26,346.21,-38.58,0,16
3.6,24.94,1.0,352.44,-40.93,0,16
3.6,24.94,0.79,359.04,-43.16,0,16
3.6,24.94,0.63,366.5,-45.42,0,16
3.6,24.94,0.5,374.29,-49.06,0,16
3.6,24.94,0.4,383.24,-50.17,0,16
3.6,24.94,0.32,391.56,-51.58,0,16
3.6,24.94,0.25,400.15,-52.58,0,16
3.6,24.94,0.2,408.6,-52.62,0,16
3.6,24.94,0.16,417.08,-52.39,0,16
3.6,24.94,0.13,425.06,-51.81,0,16
3.6,24.94,0.1,433.14,-51.59,0,16
3.5,36.61,100000.0,204.04,22.9,0,16
3.5,36.61,79432.82,205.36,16.88,0,16
3.5,36.61,63095.74,206.28,12.43,0,16
3.5,36.61,50118.72,207.17,8.3,0,16
3.5,36.61,39810.72,208.02,5.41,0,16
3.5,36.61,31622.78,208.78,3.08,0,16
3.5,36.61,25118.86,209.51,1.19,0,16
3.5,36.61,19952.62,210.48,-0.48,0,16
3.5,36.61,15848.93,211.21,-1.82,0,16
3.5,36.61,12589.25,212.25,-2.99,0,16
3.5,36.61,10000.0,213.06,-3.82,0,16
3.5,36.61,7943.28,214.0,-4.71,0,16
3.5,36.61,6309.57,214.9,-5.46,0,16
3.5,36.61,5011.87,215.83,-6.16,0,16
3.5,36.61,3981.07,216.85,-6.76,0,16
3.5,36.61,3162.28,217.93,-7.7,0,16
3.5,36.61,2511.89,218.98,-8.21,0,16
3.5,36.61,1995.26,220.2,-9.04,0,16
3.5,36.61,1584.89,221.26,-10.08,0,16
3.5,36.61,1258.93,222.58,-10.92,0,16
3.5,36.61,1000.0,223.93,-11.96,0,16
3.5,36.61,794.33,225.43,-13.25,0,16
3.5,36.61,630.96,227.04,-14.6,0,16
3.5,36.61,501.19,228.87,-16.26,0,16
3.5,36.61,398.11,230.97,-18.18,0,16
3.5,36.61,316.23,233.26,-20.33,0,16
3.5,36.61,251.19,236.05,-22.81,0,16
3.5,36.61,199.53,239.31,-25.62,0,16
3.5,36.61,158.49,243.33,-28.05,0,16
3.5,36.61,125.89,248.14,-31.33,0,16
3.5,36.61,100.0,253.75,-33.67,0,16
3.5,36.61,79.43,259.96,-35.5,0,16
3.5,36.61,63.1,266.91,-36.72,0,16
3.5,36.61,50.12,273.76,-36.87,0,16
3.5,36.61,39.81,280.48,-36.24,0,16
3.5,36.61,31.62,286.8,-35.05,0,16
3.5,36.61,25.12,292.13,-33.06,0,16
3.5,36.61,19.95,296.81,-31.52,0,16
3.5,36.61,15.85,301.27,-29.88,0,16
3.5,36.61,12.59,304.68,-28.88,0,16
3.5,36.61,10.0,308.04,-27.71,0,16
3.5,36.61,7.94,311.28,-27.72,0,16
3.5,36.61,6.31,314.01,-27.71,0,16
3.5,36.61,5.01,317.52,-27.95,0,16
3.5,36.61,3.98,321.32,-29.26,0,16
3.5,36.61,3.16,324.93,-31.47,0,16
3.5,36.61,2.51,328.34,-33.34,0,16
3.5,36.61,2.0,332.3,-35.03,0,16
3.5,36.61,1.58,337.21,-37.06,0,16
3.5,36.61,1.26,342.92,-39.33,0,16
3.5,36.61,1.0,349.28,-41.75,0,16
3.5,36.61,0.79,356.21,-44.45,0,16
3.5,36.61,0.63,363.72,-46.91,0,16
3.5,36.61,0.5,371.44,-50.88,0,16
3.5,36.61,0.4,380.82,-52.57,0,16
3.5,36.61,0.32,389.32,-53.99,0,16
3.5,36.61,0.25,398.22,-55.09,0,16
3.5,36.61,0.2,407.37,-55.29,0,16
3.5,36.61,0.16,416.35,-55.17,0,16
3.5,36.61,0.13,424.71,-54.3,0,16
3.5,36.61,0.1,433.26,-53.73,0,16
3.4,49.59,100000.0,205.11,23.0,0,16
3.4,49.59,79432.82,206.15,16.86,0,16
3.4,49.59,63095.74,207.11,12.13,0,16
3.4,49.59,50118.72,207.64,8.2,0,16
3.4,49.59,39810.72,208.97,5.59,0,16
3.4,49.59,31622.78,209.81,3.0,0,16
3.4,49.59,25118.86,210.63,1.07,0,16
3.4,49.59,19952.62,211.43,-0.65,0,16
3.4,49.59,15848.93,212.38,-1.97,0,16
3.4,49.59,12589.25,213.37,-3.04,0,16
3.4,49.59,10000.0,214.15,-3.97,0,16
3.4,49.59,7943.28,215.17,-4.76,0,16
3.4,49.59,6309.57,216.13,-5.5,0,16
3.4,49.59,5011.87,217.11,-6.31,0,16
3.4,49.59,3981.07,218.09,-7.0,0,16
3.4,49.59,3162.28,219.15,-7.58,0,16
3.4,49.59,2511.89,220.27,-8.37,0,16
3.4,49.59,1995.26,221.33,-9.17,0,16
3.4,49.59,1584.89,222.6,-10.05,0,16
3.4,49.59,1258.93,223.91,-11.02,0,16
3.4,49.59,1000.0,225.34,-12.01,0,16
3.4,49.59,794.33,226.83,-13.2,0,16
3.4,49.59,630.96,228.55,-14.66,0,16
3.4,49.59,501.19,230.27,-16.24,0,16
3.4,49.59,398.11,232.47,-18.19,0,16
3.4,49.59,316.23,234.76,-20.31,0,16
3.4,49.59,251.19,237.68,-22.58,0,16
3.4,49.59,199.53,241.04,-25.16,0,16
3.4,49.59,158.49,245.03,-27.86,0,16
3.4,49.59,125.89,249.69,-30.21,0,16
3.4,49.59,100.0,255.28,-32.51,0,16
3.4,49.59,79.43,261.37,-34.38,0,16
3.4,49.59,63.1,267.88,-34.99,0,16
3.4,49.59,50.12,274.28,-35.09,0,16
3.4,49.59,39.81,280.65,-34.48,0,16
3.4,49.59,31.62,286.37,-33.31,0,16
3.4,49.59,25.12,291.64,-31.49,0,16
3.4,49.59,19.95,295.87,-29.97,0,16
3.4,49.59,15.85,299.89,-28.87,0,16
3.4,49.59,12.59,303.08,-27.69,0,16
3.4,49.59,10.0,306.59,-27.19,0,16
3.4,49.59,7.94,309.32,-27.33,0,16
3.4,49.59,6.31,312.43,-27.28,0,16
3.4,49.59,5.01,316.11,-28.34,0,16
3.4,49.59,3.98,319.47,-30.1,0,16
3.4,49.59,3.16,322.59,-32.0,0,16
3.4,49.59,2.51,326.3,-33.47,0,16
3.4,49.59,2.0,331.09,-35.46,0,16
3.4,49.59,1.58,336.39,-37.82,0,16
3.4,49.59,1.26,342.38,-40.77,0,16
3.4,49.59,1.0,348.9,-44.05,0,16
3.4,49.59,0.79,356.03,-47.34,0,16
3.4,49.59,0.63,363.75,-50.63,0,16
3.4,49.59,0.5,371.6,-54.39,0,16
3.4,49.59,0.4,380.9,-56.85,0,16
3.4,49.59,0.32,390.45,-58.92,0,16
3.4,49.59,0.25,400.13,-60.09,0,16
3.4,49.59,0.2,410.2,-60.3,0,16
3.4,49.59,0.16,419.78,-60.02,0,16
3.4,49.59,0.13,429.49,-59.0,0,16
3.4,49.59,0.1,438.13,-58.06,0,16
3.3,64.21,100000.0,206.05,22.74,0,16
3.3,64.21,79432.82,207.36,16.85,0,16
3.3,64.21,63095.74,208.35,12.11,0,16
3.3,64.21,50118.72,209.88,7.26,0,16
3.3,64.21,39810.72,210.03,5.31,0,16
3.3,64.21,31622.78,211.17,2.85,0,16
3.3,64.21,25118.86,211.99,0.91,0,16
3.3,64.21,19952.62,212.83,-0.65,0,16
3.3,64.21,15848.93,213.62,-2.14,0,16
3.3,64.21,12589.25,214.63,-3.16,0,16
3.3,64.21,10000.0,215.56,-4.05,0,16
3.3,64.21,7943.28,216.47,-5.0,0,16
3.3,64.21,6309.57,217.51,-5.69,0,16
3.3,64.21,5011.87,218.53,-6.47,0,16
3.3,64.21,3981.07,219.49,-7.22,0,16
3.3,64.21,3162.28,220.55,-7.95,0,16
3.3,64.21,2511.89,221.74,-8.63,0,16
3.3,64.21,1995.26,222.94,-9.35,0,16
3.3,64.21,1584.89,224.07,-10.17,0,16
3.3,64.21,1258.93,225.46,-11.13,0,16
3.3,64.21,1000.0,226.78,-12.2,0,16
3.3,64.21,794.33,228.41,-13.34,0,16
3.3,64.21,630.96,230.16,-14.83,0,16
3.3,64.21,501.19,231.92,-16.42,0,16
3.3,64.21,398.11,234.1,-18.27,0,16
3.3,64.21,316.23,236.55,-20.21,0,16
3.3,64.21,251.19,239.51,-22.57,0,16
3.3,64.21,199.53,242.92,-25.07,0,16
3.3,64.21,158.49,246.85,-27.52,0,16
3.3,64.21,125.89,251.62,-29.94,0,16
3.3,64.21,100.0,257.23,-31.99,0,16
3.3,64.21,79.43,263.27,-33.6,0,16
3.3,64.21,63.1,269.13,-34.04,0,16
3.3,64.21,50.12,275.42,-33.92,0,16
3.3,64.21,39.81,281.27,-33.22,0,16
3.3,64.21,31.62,286.78,-32.08,0,16
3.3,64.21,25.12,291.57,-30.8,0,16
3.3,64.21,19.95,295.83,-29.52,0,16
3.3,64.21,15.85,299.49,-28.38,0,16
3.3,64.21,12.59,303.01,-27.44,0,16
3.3,64.21,10.0,306.07,-27.48,0,16
3.3,64.21,7.94,309.07,-27.12,0,16
3.3,64.21,6.31,312.49,-28.12,0,16
3.3,64.21,5.01,315.43,-29.62,0,16
3.3,64.21,3.98,318.43,-30.9,0,16
3.3,64.21,3.16,322.51,-32.68,0,16
3.3,64.21,2.51,327.29,-35.04,0,16
3.3,64.21,2.0,332.44,-38.09,0,16
3.3,64.21,1.58,337.92,-41.96,0,16
3.3,64.21,1.26,343.67,-45.81,0,16
3.3,64.21,1.0,350.02,-49.84,0,16
3.3,64.21,0.79,357.17,-53.71,0,16
3.3,64.21,0.63,365.1,-57.52,0,16
3.3,64.21,0.5,374.03,-60.82,0,16
3.3,64.21,0.4,385.11,-63.84,0,16
3.3,64.21,0.32,394.8,-65.05,0,16
3.3,64.21,0.25,406.09,-66.69,0,16
3.3,64.21,0.2,417.75,-67.2,0,16
3.3,64.21,0.16,429.41,-66.76,0,16
3.3,64.21,0.13,440.82,-65.13,0,16
3.3,64.21,0.1,451.84,-63.06,0,16
3.2,81.61,100000.0,207.12,22.43,0,16
3.2,81.61,79432.82,208.18,16.7,0,16
3.2,81.61,63095.74,209.51,11.9,0,16
3.2,81.61,50118.72,210.5,8.67,0,16
3.2,81.61,39810.72,211.35,5.08,0,16
3.2,81.61,31622.78,212.25,2.58,0,16
3.2,81.61,25118.86,213.1,0.73,0,16
3.2,81.61,19952.62,214.15,-0.99,0,16
3.2,81.61,15848.93,214.95,-2.38,0,16
3.2,81.61,12589.25,215.98,-3.43,0,16
3.2,81.61,10000.0,217.02,-4.34,0,16
3.2,81.61,7943.28,217.96,-5.35,0,16
3.2,81.61,6309.57,219.03,-6.0,0,16
3.2,81.61,5011.87,220.04,-6.73,0,16
3.2,81.61,3981.07,221.04,-7.51,0,16
3.2,81.61,3162.28,222.3,-8.01,0,16
3.2,81.61,2511.89,223.36,-8.88,0,16
3.2,81.61,1995.26,224.62,-9.55,0,16
3.2,81.61,1584.89,225.87,-10.52,0,16
3.2,81.61,1258.93,227.21,-11.46,0,16
3.2,81.61,1000.0,228.73,-12.45,0,16
3.2,81.61,794.33,230.32,-13.7,0,16
3.2,81.61,630.96,232.0,-15.11,0,16
3.2,81.61,501.19,233.99,-16.68,0,16
3.2,81.61,398.11,236.32,-18.49,0,16
3.2,81.61,316.23,238.67,-20.59,0,16
3.2,81.61,251.19,241.64,-22.81,0,16
3.2,81.61,199.53,244.98,-25.14,0,16
3.2,81.61,158.49,249.34,-27.29,0,16
3.2,81.61,125.89,253.84,-29.97,0,16
3.2,81.61,100.0,259.3,-31.54,0,16
3.2,81.61,79.43,265.26,-33.16,0,16
3.2,81.61,63.1,271.23,-33.58,0,16
3.2,81.61,50.12,277.27,-33.52,0,16
3.2,81.61,39.81,283.06,-32.91,0,16
3.2,81.61,31.62,288.48,-31.73,0,16
3.2,81.61,25.12,292.98,-30.64,0,16
3.2,81.61,19.95,297.13,-29.5,0,16
3.2,81.61,15.85,300.92,-28.27,0,16
3.2,81.61,12.59,304.17,-28.15,0,16
3.2,81.61,10.0,307.16,-27.83,0,16
3.2,81.61,7.94,310.62,-28.53,0,16
3.2,81.61,6.31,313.3,-29.84,0,16
3.2,81.61,5.01,316.33,-30.77,0,16
3.2,81.61,3.98,320.29,-32.71,0,16
3.2,81.61,3.16,324.66,-35.32,0,16
3.2,81.61,2.51,329.23,-39.21,0,16
3.2,81.61,2.0,333.83,-43.37,0,16
3.2,81.61,1.58,338.91,-48.13,0,16
3.2,81.61,1.26,344.8,-52.7,0,16
3.2,81.61,1.0,351.66,-57.62,0,16
3.2,81.61,0.79,359.49,-63.1,0,16
3.2,81.61,0.63,370.48,-69.66,0,16
3.2,81.61,0.5,381.65,-73.1,0,16
3.2,81.61,0.4,394.31,-78.8,0,16
3.2,81.61,0.32,408.73,-84.04,0,16
3.2,81.61,0.25,424.31,-88.11,0,16
3.2,81.61,0.2,440.86,-91.11,0,16
3.2,81.61,0.16,457.62,-92.13,0,16
3.2,81.61,0.13,474.24,-92.02,0,16
3.2,81.61,0.1,490.01,-89.44,0,16
3.1,103.07,100000.0,208.77,22.45,0,16
3.1,103.07,79432.82,209.76,16.54,0,16
3.1,103.07,63095.74,210.93,11.85,0,16
3.1,103.07,50118.72,212.24,7.83,0,16
3.1,103.07,39810.72,213.14,4.69,0,16
3.1,103.07,31622.78,213.85,2.29,0,16
3.1,103.07,25118.86,214.75,0.45,0,16
3.1,103.07,19952.62,215.76,-1.3,0,16
3.1,103.07,15848.93,216.87,-2.64,0,16
3.1,103.07,12589.25,217.74,-3.65,0,16
3.1,103.07,10000.0,218.87,-4.77,0,16
3.1,103.07,7943.28,219.78,-5.63,0,16
3.1,103.07,6309.57,220.96,-6.39,0,16
3.1,103.07,5011.87,221.96,-7.17,0,16
3.1,103.07,3981.07,223.23,-7.94,0,16
3.1,103.07,3162.28,224.47,-8.69,0,16
3.1,103.07,2511.89,225.67,-9.24,0,16
3.1,103.07,1995.26,226.86,-10.24,0,16
3.1,103.07,1584.89,228.23,-11.12,0,16
3.1,103.07,1258.93,229.73,-12.05,0,16
3.1,103.07,1000.0,231.36,-13.22,0,16
3.1,103.07,794.33,232.99,-14.41,0,16
3.1,103.07,630.96,234.82,-15.89,0,16
3.1,103.07,501.19,236.78,-17.49,0,16
3.1,103.07,398.11,239.11,-19.32,0,16
3.1,103.07,316.23,241.73,-21.33,0,16
3.1,103.07,251.19,244.76,-23.61,0,16
3.1,103.07,199.53,248.24,-26.09,0,16
3.1,103.07,158.49,252.42,-28.55,0,16
3.1,103.07,125.89,257.41,-30.99,0,16
3.1,103.07,100.0,262.75,-32.83,0,16
3.1,103.07,79.43,268.71,-34.53,0,16
3.1,103.07,63.1,275.46,-35.17,0,16
3.1,103.07,50.12,281.17,-35.64,0,16
3.1,103.07,39.81,287.09,-35.21,0,16
3.1,103.07,31.62,292.76,-34.07,0,16
3.1,103.07,25.12,297.53,-33.25,0,16
3.1,103.07,19.95,302.11,-32.51,0,16
3.1,103.07,15.85,305.93,-32.04,0,16
3.1,103.07,12.59,309.5,-31.75,0,16
3.1,103.07,10.0,313.48,-32.82,0,16
3.1,103.07,7.94,316.23,-34.38,0,16
3.1,103.07,6.31,319.86,-36.18,0,16
3.1,103.07,5.01,323.25,-39.14,0,16
3.1,103.07,3.98,327.11,-42.15,0,16
3.1,103.07,3.16,331.93,-46.1,0,16
3.1,103.07,2.51,337.96,-51.82,0,16
3.1,103.07,2.0,344.56,-58.94,0,16
3.1,103.07,1.58,351.59,-67.36,0,16
3.1,103.07,1.26,359.42,-77.33,0,16
3.1,103.07,1.0,367.91,-88.29,0,16
3.1,103.07,0.79,377.07,-99.41,0,16
3.1,103.07,0.63,388.45,-111.19,0,16
3.1,103.07,0.5,403.67,-124.76,0,16
3.1,103.07,0.4,422.26,-139.62,0,16
3.1,103.07,0.32,444.7,-155.48,0,16
3.1,103.07,0.25,471.53,-171.65,0,16
3.1,103.07,0.2,503.21,-186.7,0,16
3.1,103.07,0.16,539.9,-199.25,0,16
3.1,103.07,0.13,579.51,-207.45,0,16
3.1,103.07,0.1,622.27,-210.59,0,16
3.0,121.12,100000.0,209.63,22.35,0,16
3.0,121.12,79432.82,210.73,16.17,0,16
3.0,121.12,63095.74,211.72,11.38,0,16
3.0,121.12,50118.72,213.96,7.49,0,16
3.0,121.12,39810.72,214.04,4.74,0,16
3.0,121.12,31622.78,215.04,2.03,0,16
3.0,121.12,25118.86,216.11,0.08,0,16
3.0,121.12,19952.62,217.12,-1.69,0,16
